time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,accel_x,accel_y,accel_z,euler_x,euler_y,euler_z,thrust_force_x,thrust_force_y,thrust_force_z,thrust_force_mag,thrust_slack,mass
5.198655,0.000000,0.000000,0.025858,0.000000,0.000000,-0.167465,0.000000,0.000000,10.340833,-0.000000,0.000000,0.000000,0.000000,0.000000,1990.419385,1990.419385,10.342139,192.481528
5.267059,0.000000,0.000000,0.011465,0.000000,0.000000,-0.111904,0.000000,0.000000,10.350922,-0.000000,0.000000,0.000000,0.000000,0.000000,1991.299406,1991.299406,10.352543,192.378945
5.335462,0.000000,0.000000,0.002850,0.000000,0.000000,-0.055317,0.000000,0.000000,10.360756,-0.000000,0.000000,0.000000,0.000000,0.000000,1992.127966,1992.127966,10.363090,192.276313
5.403866,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.326266,-0.000000,0.000000,0.000000,0.000000,0.000000,1984.438414,1984.438414,10.326266,192.173865
5.472269,5.298317,5.297920,5.297527,5.297135,5.296734,5.296314,0.000000,0.000000,10.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,1.000000
5.540672,5.295880,5.295435,5.294978,5.294513,5.294039,5.293559,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.000000
5.609076,5.293075,5.292587,5.292096,5.291603,5.291107,5.290610,0.000000,0.000000,9.988917,-0.000000,0.000000,0.000000,0.000000,0.000000,9.988917,9.988917,7.820953,1.000000
5.677479,5.290112,5.289612,5.289110,5.288608,5.288104,5.287600,0.000000,0.000000,-0.215133,-0.000000,3.141593,0.000000,0.000000,0.000000,-0.215133,0.215133,0.000000,1.000000
5.745882,5.287095,5.286588,5.286081,5.285573,5.285064,5.284555,0.000000,0.000000,9.955143,-0.000000,0.000000,0.000000,0.000000,0.000000,9.955143,9.955143,0.000000,1.000000
5.814286,5.284045,5.283534,5.283022,5.282509,5.281996,5.281483,0.000000,0.000000,-0.440415,-0.000000,3.141593,0.000000,0.000000,0.000000,-0.440415,0.440415,7.616545,1.000000
5.882689,5.280968,5.280453,5.279937,5.279421,5.278905,5.278387,0.000000,0.000000,9.898065,-0.000000,0.000000,0.000000,0.000000,0.000000,9.898065,9.898065,0.000000,1.000000
5.951092,5.277870,5.277351,5.276833,5.276313,5.275794,5.275273,0.000000,0.000000,-0.667493,-0.000000,3.141593,0.000000,0.000000,0.000000,-0.667493,0.667493,0.000000,1.000000
